Conversion Type,Average Deaths,Average Critical Injuries,Average Major Injuries,AverageMinorInjuries
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 150000, Control: 100, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 150000, Control: 100, Own Province: False",0.1,0.19,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 75, Own Province: True",0.1,0.2,0.3,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 75, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 80, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 80, Own Province: False",0.1,0.19,0.29,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 85, Own Province: True",0.1,0.21,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 85, Own Province: False",0.1,0.19,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 90, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 90, Own Province: False",0.1,0.21,0.29,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 95, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 95, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 100, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 175000, Control: 100, Own Province: False",0.1,0.2,0.31,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 75, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 75, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 80, Own Province: True",0.1,0.2,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 80, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 85, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 85, Own Province: False",0.11,0.19,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 90, Own Province: True",0.1,0.19,0.31,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 90, Own Province: False",0.09,0.2,0.31,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 95, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 95, Own Province: False",0.1,0.21,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 100, Own Province: True",0.1,0.2,0.29,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 200000, Control: 100, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 75, Own Province: True",0.1,0.19,0.31,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 75, Own Province: False",0.1,0.21,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 80, Own Province: True",0.11,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 80, Own Province: False",0.1,0.19,0.31,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 85, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 85, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 90, Own Province: True",0.09,0.19,0.31,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 90, Own Province: False",0.1,0.2,0.29,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 95, Own Province: True",0.11,0.2,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 95, Own Province: False",0.1,0.2,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 100, Own Province: True",0.1,0.21,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 225000, Control: 100, Own Province: False",0.1,0.19,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 75, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 75, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 80, Own Province: True",0.11,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 80, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 85, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 85, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 90, Own Province: True",0.1,0.19,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 90, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 95, Own Province: True",0.1,0.2,0.29,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 95, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 100, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 250000, Control: 100, Own Province: False",0.1,0.2,0.31,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 75, Own Province: True",0.1,0.2,0.29,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 75, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 80, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 80, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 85, Own Province: True",0.1,0.2,0.29,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 85, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 90, Own Province: True",0.1,0.2,0.29,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 90, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 95, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 95, Own Province: False",0.1,0.22,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 100, Own Province: True",0.1,0.2,0.3,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 275000, Control: 100, Own Province: False",0.09,0.2,0.3,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 75, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 75, Own Province: False",0.1,0.19,0.3,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 80, Own Province: True",0.1,0.19,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 80, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 85, Own Province: True",0.1,0.2,0.31,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 85, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 90, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 90, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 95, Own Province: True",0.09,0.2,0.3,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 95, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 100, Own Province: True",0.1,0.2,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGod, Population: 300000, Control: 100, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 75, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 75, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 80, Own Province: True",0.1,0.21,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 80, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 85, Own Province: True",0.09,0.2,0.31,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 85, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 90, Own Province: True",0.1,0.19,0.29,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 90, Own Province: False",0.1,0.19,0.31,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 95, Own Province: True",0.1,0.19,0.29,0.37
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 95, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 100, Own Province: True",0.09,0.18,0.27,0.36
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 1000, Control: 100, Own Province: False",0.11,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 75, Own Province: True",0.1,0.21,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 75, Own Province: False",0.1,0.2,0.31,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 80, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 80, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 85, Own Province: True",0.1,0.21,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 85, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 90, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 90, Own Province: False",0.1,0.19,0.3,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 95, Own Province: True",0.1,0.2,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 95, Own Province: False",0.1,0.2,0.3,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 100, Own Province: True",0.09,0.19,0.28,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 25000, Control: 100, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 75, Own Province: True",0.1,0.21,0.29,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 75, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 80, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 80, Own Province: False",0.1,0.2,0.29,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 85, Own Province: True",0.09,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 85, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 90, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 90, Own Province: False",0.1,0.21,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 95, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 95, Own Province: False",0.1,0.19,0.3,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 100, Own Province: True",0.1,0.19,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 50000, Control: 100, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 75, Own Province: True",0.1,0.2,0.31,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 75, Own Province: False",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 80, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 80, Own Province: False",0.1,0.21,0.31,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 85, Own Province: True",0.1,0.2,0.31,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 85, Own Province: False",0.1,0.2,0.31,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 90, Own Province: True",0.1,0.21,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 90, Own Province: False",0.09,0.2,0.3,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 95, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 95, Own Province: False",0.1,0.2,0.31,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 100, Own Province: True",0.1,0.2,0.29,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 75000, Control: 100, Own Province: False",0.1,0.2,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 100000, Control: 75, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 100000, Control: 75, Own Province: False",0.1,0.2,0.29,0.41
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 100000, Control: 80, Own Province: True",0.1,0.2,0.3,0.4
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 100000, Control: 80, Own Province: False",0.1,0.2,0.3,0.39
"New Religion: Skagosi Old Gods, Current Religion: DrownedGodII, Population: 100000, Control: 85, Own Province: True",0.1,0.21,0.3,0.4
