Conversion Type,% Chance of Failure
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: True",61.26
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: False",74.15
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: True",24.85
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: False",23.77
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: True",13.7
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: False",34.85
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: True",5.72
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: False",47.92
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: True",0.0
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: False",61.67
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: True",35.41
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: False",35.39
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: True",24.27
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: False",48.63
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: True",13.31
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: False",61.48
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: True",6.13
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: False",73.96
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: True",47.44
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: False",48.11
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: True",34.81
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: False",61.09
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: True",24.48
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: False",75.2
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: True",14.05
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: False",74.39
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: True",61.42
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: False",61.28
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: True",48.44
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: False",74.47
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: True",36.18
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: False",73.9
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: True",23.54
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: False",73.79
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: True",73.95
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: False",74.5
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: True",62.44
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: False",73.88
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: True",48.52
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: False",74.16
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: True",34.8
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: False",73.83
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: True",74.44
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: False",73.77
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: True",74.07
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: False",74.3
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: True",61.9
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: False",73.76
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: True",47.67
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: False",73.24
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: True",73.92
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: False",74.03
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: True",73.55
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: False",74.79
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: True",74.67
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: False",73.38
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: True",61.29
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: False",74.75
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: True",23.56
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: False",23.89
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: True",14.03
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: False",34.73
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: True",5.79
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: False",48.36
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: True",0.0
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: False",61.54
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: True",34.62
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: False",34.91
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: True",23.8
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: False",48.75
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: True",14.37
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: False",61.59
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: True",5.98
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: False",74.29
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: True",47.77
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: False",48.19
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: True",35.09
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: False",60.69
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: True",23.41
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: False",74.16
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: True",13.86
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: False",73.85
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 85, Own Province: True",61.25
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 85, Own Province: False",61.09
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 90, Own Province: True",48.12
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 90, Own Province: False",74.98
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 95, Own Province: True",35.49
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 95, Own Province: False",74.69
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 100, Own Province: True",23.7
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 100, Own Province: False",74.43
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 85, Own Province: True",73.87
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 85, Own Province: False",74.02
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 90, Own Province: True",61.48
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 90, Own Province: False",74.17
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 95, Own Province: True",48.95
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 95, Own Province: False",74.68
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 100, Own Province: True",35.37
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 100, Own Province: False",74.48
"New Religion: Old Gods, Current Religion: R'hllor, Population: 250000, Control: 85, Own Province: True",73.73
"New Religion: Old Gods, Current Religion: R'hllor, Population: 250000, Control: 85, Own Province: False",74.05
"New Religion: Old Gods, Current Religion: R'hllor, Population: 250000, Control: 90, Own Province: True",74.68
"New Religion: Old Gods, Current Religion: R'hllor, Population: 250000, Control: 90, Own Province: False",74.7
"New Religion: Old Gods, Current Religion: R'hllor, Population: 250000, Control: 95, Own Province: True",62.07
"New Religion: Old Gods, Current Religion: R'hllor, Population: 250000, Control: 95, Own Province: False",74.55
"New Religion: Old Gods, Current Religion: R'hllor, Population: 250000, Control: 100, Own Province: True",48.65
"New Religion: Old Gods, Current Religion: R'hllor, Population: 250000, Control: 100, Own Province: False",74.31
"New Religion: Old Gods, Current Religion: R'hllor, Population: 300000, Control: 85, Own Province: True",74.72
"New Religion: Old Gods, Current Religion: R'hllor, Population: 300000, Control: 85, Own Province: False",74.77
"New Religion: Old Gods, Current Religion: R'hllor, Population: 300000, Control: 90, Own Province: True",73.99
"New Religion: Old Gods, Current Religion: R'hllor, Population: 300000, Control: 90, Own Province: False",74.34
"New Religion: Old Gods, Current Religion: R'hllor, Population: 300000, Control: 95, Own Province: True",73.44
