Conversion Type,Duration
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 200000, Control: 100, Own Province: False",10.11
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 250000, Control: 85, Own Province: True",10.13
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 250000, Control: 85, Own Province: False",10.17
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 250000, Control: 90, Own Province: True",10.1
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 250000, Control: 90, Own Province: False",10.11
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 250000, Control: 95, Own Province: True",9.28
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 250000, Control: 95, Own Province: False",10.2
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 250000, Control: 100, Own Province: True",8.56
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 250000, Control: 100, Own Province: False",10.09
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 300000, Control: 85, Own Province: True",10.14
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 300000, Control: 85, Own Province: False",10.1
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 300000, Control: 90, Own Province: True",10.19
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 300000, Control: 90, Own Province: False",10.18
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 300000, Control: 95, Own Province: True",10.11
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 300000, Control: 95, Own Province: False",10.13
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: True",9.32
"New Religion: Old Gods, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: False",10.16
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: True",7.39
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: False",7.35
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: True",6.87
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: False",7.97
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: True",6.33
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: False",8.57
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: True",5.79
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: False",9.28
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: True",8.0
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: False",7.91
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: True",7.38
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: False",8.54
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: True",6.84
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: False",9.35
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: True",6.3
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: False",10.13
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: True",8.61
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: False",8.61
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: True",7.93
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: False",9.26
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: True",7.39
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: False",10.12
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: True",6.81
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: False",10.14
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: True",9.32
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: False",9.27
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: True",8.57
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: False",10.19
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: True",7.94
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: False",10.17
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: True",7.37
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: False",10.11
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: True",10.12
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: False",10.17
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: True",9.32
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: False",10.12
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: True",8.55
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: False",10.18
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: True",7.96
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: False",10.17
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: True",10.1
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: False",10.04
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: True",10.18
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: False",10.17
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: True",9.27
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: False",10.1
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: True",8.62
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: False",10.18
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: True",10.1
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: False",10.05
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: True",10.13
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: False",10.16
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: True",10.12
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: False",10.07
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: True",9.25
"New Religion: Old Gods, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: False",10.1
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: True",7.42
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: False",7.4
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: True",6.86
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: False",7.99
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: True",6.35
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: False",8.55
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: True",5.82
"New Religion: Old Gods, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: False",9.32
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: True",7.95
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: False",7.95
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: True",7.38
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: False",8.61
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: True",6.82
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: False",9.29
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: True",6.33
"New Religion: Old Gods, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: False",10.08
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: True",8.54
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: False",8.57
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: True",7.92
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: False",9.32
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: True",7.39
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: False",10.06
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: True",6.84
"New Religion: Old Gods, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: False",10.12
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 85, Own Province: True",9.29
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 85, Own Province: False",9.36
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 90, Own Province: True",8.59
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 90, Own Province: False",10.12
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 95, Own Province: True",7.98
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 95, Own Province: False",10.19
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 100, Own Province: True",7.41
"New Religion: Old Gods, Current Religion: R'hllor, Population: 150000, Control: 100, Own Province: False",10.17
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 85, Own Province: True",10.18
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 85, Own Province: False",10.12
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 90, Own Province: True",9.29
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 90, Own Province: False",10.12
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 95, Own Province: True",8.57
"New Religion: Old Gods, Current Religion: R'hllor, Population: 200000, Control: 95, Own Province: False",10.07
